GeneID	PathwayID	Description	SYMBOL	GENENAME
51606	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V1H	ATPase H+ transporting V1 subunit H
523	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V1A	ATPase H+ transporting V1 subunit A
525	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V1B1	ATPase H+ transporting V1 subunit B1
526	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V1B2	ATPase H+ transporting V1 subunit B2
527	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V0C	ATPase H+ transporting V0 subunit c
528	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V1C1	ATPase H+ transporting V1 subunit C1
529	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V1E1	ATPase H+ transporting V1 subunit E1
533	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V0B	ATPase H+ transporting V0 subunit b
5335	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	PLCG1	phospholipase C gamma 1
5336	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	PLCG2	phospholipase C gamma 2
534	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V1G2	ATPase H+ transporting V1 subunit G2
535	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V0A1	ATPase H+ transporting V0 subunit a1
537	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6AP1	ATPase H+ transporting accessory protein 1
5599	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	MAPK8	mitogen-activated protein kinase 8
5600	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	MAPK11	mitogen-activated protein kinase 11
5601	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	MAPK9	mitogen-activated protein kinase 9
5602	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	MAPK10	mitogen-activated protein kinase 10
5603	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	MAPK13	mitogen-activated protein kinase 13
5781	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	PTPN11	protein tyrosine phosphatase non-receptor type 11
5803	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	PTPRZ1	protein tyrosine phosphatase receptor type Z1
58494	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	JAM2	junctional adhesion molecule 2
5879	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	RAC1	Rac family small GTPase 1
5970	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	RELA	RELA proto-oncogene, NF-kB subunit
6300	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	MAPK12	mitogen-activated protein kinase 12
6352	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	CCL5	C-C motif chemokine ligand 5
6416	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	MAP2K4	mitogen-activated protein kinase kinase 4
6714	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
6868	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ADAM17	ADAM metallopeptidase domain 17
7082	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	TJP1	tight junction protein 1
836	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	CASP3	caspase 3
83700	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	JAM3	junctional adhesion molecule 3
8517	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
8992	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V0E1	ATPase H+ transporting V0 subunit e1
9020	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	MAP3K14	mitogen-activated protein kinase kinase kinase 14
90423	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V1E2	ATPase H+ transporting V1 subunit E2
9114	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V0D1	ATPase H+ transporting V0 subunit d1
9296	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V1F	ATPase H+ transporting V1 subunit F
9550	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	ATP6V1G1	ATPase H+ transporting V1 subunit G1
998	hsa05120	Epithelial cell signaling in Helicobacter pylori infection	CDC42	cell division cycle 42
10006	hsa05130	Pathogenic Escherichia coli infection	ABI1	abl interactor 1
100132463	hsa05130	Pathogenic Escherichia coli infection	CLDN24	claudin 24
100288814	hsa05130	Pathogenic Escherichia coli infection	CLDN34	claudin 34
100506658	hsa05130	Pathogenic Escherichia coli infection	OCLN	occludin
10061	hsa05130	Pathogenic Escherichia coli infection	ABCF2	ATP binding cassette subfamily F member 2
10092	hsa05130	Pathogenic Escherichia coli infection	ARPC5	actin related protein 2/3 complex subunit 5
10093	hsa05130	Pathogenic Escherichia coli infection	ARPC4	actin related protein 2/3 complex subunit 4
10094	hsa05130	Pathogenic Escherichia coli infection	ARPC3	actin related protein 2/3 complex subunit 3
10095	hsa05130	Pathogenic Escherichia coli infection	ARPC1B	actin related protein 2/3 complex subunit 1B
10096	hsa05130	Pathogenic Escherichia coli infection	ACTR3	actin related protein 3
10097	hsa05130	Pathogenic Escherichia coli infection	ACTR2	actin related protein 2
10109	hsa05130	Pathogenic Escherichia coli infection	ARPC2	actin related protein 2/3 complex subunit 2
10163	hsa05130	Pathogenic Escherichia coli infection	WASF2	WASP family member 2
102723407	hsa05130	Pathogenic Escherichia coli infection	LOC102723407	immunoglobulin heavy variable 4-38-2-like
10376	hsa05130	Pathogenic Escherichia coli infection	TUBA1B	tubulin alpha 1b
10381	hsa05130	Pathogenic Escherichia coli infection	TUBB3	tubulin beta 3 class III
10382	hsa05130	Pathogenic Escherichia coli infection	TUBB4A	tubulin beta 4A class IVa
10383	hsa05130	Pathogenic Escherichia coli infection	TUBB4B	tubulin beta 4B class IVb
10427	hsa05130	Pathogenic Escherichia coli infection	SEC24B	SEC24 homolog B, COPII coat complex component
10454	hsa05130	Pathogenic Escherichia coli infection	TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
10458	hsa05130	Pathogenic Escherichia coli infection	BAIAP2	BAR/IMD domain containing adaptor protein 2
10552	hsa05130	Pathogenic Escherichia coli infection	ARPC1A	actin related protein 2/3 complex subunit 1A
10672	hsa05130	Pathogenic Escherichia coli infection	GNA13	G protein subunit alpha 13
10686	hsa05130	Pathogenic Escherichia coli infection	CLDN16	claudin 16
10787	hsa05130	Pathogenic Escherichia coli infection	NCKAP1	NCK associated protein 1
10802	hsa05130	Pathogenic Escherichia coli infection	SEC24A	SEC24 homolog A, COPII coat complex component
10810	hsa05130	Pathogenic Escherichia coli infection	WASF3	WASP family member 3
10972	hsa05130	Pathogenic Escherichia coli infection	TMED10	transmembrane p24 trafficking protein 10
112714	hsa05130	Pathogenic Escherichia coli infection	TUBA3E	tubulin alpha 3e
113457	hsa05130	Pathogenic Escherichia coli infection	TUBA3D	tubulin alpha 3d
114483834	hsa05130	Pathogenic Escherichia coli infection	ABCF2-H2BK1	ABCF2-H2BK1 readthrough
114548	hsa05130	Pathogenic Escherichia coli infection	NLRP3	NLR family pyrin domain containing 3
114609	hsa05130	Pathogenic Escherichia coli infection	TIRAP	TIR domain containing adaptor protein
1147	hsa05130	Pathogenic Escherichia coli infection	CHUK	component of inhibitor of nuclear factor kappa B kinase complex
124908013	hsa05130	Pathogenic Escherichia coli infection	LOC124908013	tubulin beta 8B
124908015	hsa05130	Pathogenic Escherichia coli infection	LOC124908015	tubulin beta 8B
124908041	hsa05130	Pathogenic Escherichia coli infection	LOC124908041	tubulin beta 8B
1364	hsa05130	Pathogenic Escherichia coli infection	CLDN4	claudin 4
1365	hsa05130	Pathogenic Escherichia coli infection	CLDN3	claudin 3
1366	hsa05130	Pathogenic Escherichia coli infection	CLDN7	claudin 7
137075	hsa05130	Pathogenic Escherichia coli infection	CLDN23	claudin 23
1432	hsa05130	Pathogenic Escherichia coli infection	MAPK14	mitogen-activated protein kinase 14
147179	hsa05130	Pathogenic Escherichia coli infection	WIPF2	WAS/WASL interacting protein family member 2
147945	hsa05130	Pathogenic Escherichia coli infection	NLRP4	NLR family pyrin domain containing 4
149461	hsa05130	Pathogenic Escherichia coli infection	CLDN19	claudin 19
1902	hsa05130	Pathogenic Escherichia coli infection	LPAR1	lysophosphatidic acid receptor 1
2017	hsa05130	Pathogenic Escherichia coli infection	CTTN	cortactin
203068	hsa05130	Pathogenic Escherichia coli infection	TUBB	tubulin beta class I
2147	hsa05130	Pathogenic Escherichia coli infection	F2	coagulation factor II, thrombin
2149	hsa05130	Pathogenic Escherichia coli infection	F2R	coagulation factor II thrombin receptor
2212	hsa05130	Pathogenic Escherichia coli infection	FCGR2A	Fc gamma receptor IIa
23118	hsa05130	Pathogenic Escherichia coli infection	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
23191	hsa05130	Pathogenic Escherichia coli infection	CYFIP1	cytoplasmic FMR1 interacting protein 1
23365	hsa05130	Pathogenic Escherichia coli infection	ARHGEF12	Rho guanine nucleotide exchange factor 12
2353	hsa05130	Pathogenic Escherichia coli infection	FOS	Fos proto-oncogene, AP-1 transcription factor subunit
23562	hsa05130	Pathogenic Escherichia coli infection	CLDN14	claudin 14
24146	hsa05130	Pathogenic Escherichia coli infection	CLDN15	claudin 15
25	hsa05130	Pathogenic Escherichia coli infection	ABL1	ABL proto-oncogene 1, non-receptor tyrosine kinase
2534	hsa05130	Pathogenic Escherichia coli infection	FYN	FYN proto-oncogene, Src family tyrosine kinase
257397	hsa05130	Pathogenic Escherichia coli infection	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3
2597	hsa05130	Pathogenic Escherichia coli infection	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
260334	hsa05130	Pathogenic Escherichia coli infection	TUBB8B	tubulin beta 8B
26285	hsa05130	Pathogenic Escherichia coli infection	CLDN17	claudin 17
26999	hsa05130	Pathogenic Escherichia coli infection	CYFIP2	cytoplasmic FMR1 interacting protein 2
27128	hsa05130	Pathogenic Escherichia coli infection	CYTH4	cytohesin 4
2768	hsa05130	Pathogenic Escherichia coli infection	GNA12	G protein subunit alpha 12
283446	hsa05130	Pathogenic Escherichia coli infection	MYO1H	myosin IH
2846	hsa05130	Pathogenic Escherichia coli infection	LPAR4	lysophosphatidic acid receptor 4
29108	hsa05130	Pathogenic Escherichia coli infection	PYCARD	PYD and CARD domain containing
3059	hsa05130	Pathogenic Escherichia coli infection	HCLS1	hematopoietic cell-specific Lyn substrate 1
3071	hsa05130	Pathogenic Escherichia coli infection	NCKAP1L	NCK associated protein 1 like
347688	hsa05130	Pathogenic Escherichia coli infection	TUBB8	tubulin beta 8 class VIII
347733	hsa05130	Pathogenic Escherichia coli infection	TUBB2B	tubulin beta 2B class IIb
355	hsa05130	Pathogenic Escherichia coli infection	FAS	Fas cell surface death receptor
3551	hsa05130	Pathogenic Escherichia coli infection	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta
3553	hsa05130	Pathogenic Escherichia coli infection	IL1B	interleukin 1 beta
3554	hsa05130	Pathogenic Escherichia coli infection	IL1R1	interleukin 1 receptor type 1
356	hsa05130	Pathogenic Escherichia coli infection	FASLG	Fas ligand
3569	hsa05130	Pathogenic Escherichia coli infection	IL6	interleukin 6
3576	hsa05130	Pathogenic Escherichia coli infection	CXCL8	C-X-C motif chemokine ligand 8
3606	hsa05130	Pathogenic Escherichia coli infection	IL18	interleukin 18
3654	hsa05130	Pathogenic Escherichia coli infection	IRAK1	interleukin 1 receptor associated kinase 1
3688	hsa05130	Pathogenic Escherichia coli infection	ITGB1	integrin subunit beta 1
3725	hsa05130	Pathogenic Escherichia coli infection	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
375	hsa05130	Pathogenic Escherichia coli infection	ARF1	ARF GTPase 1
382	hsa05130	Pathogenic Escherichia coli infection	ARF6	ARF GTPase 6
387	hsa05130	Pathogenic Escherichia coli infection	RHOA	ras homolog family member A
4430	hsa05130	Pathogenic Escherichia coli infection	MYO1B	myosin IB
4542	hsa05130	Pathogenic Escherichia coli infection	MYO1F	myosin IF
4615	hsa05130	Pathogenic Escherichia coli infection	MYD88	MYD88 innate immune signal transduction adaptor
4627	hsa05130	Pathogenic Escherichia coli infection	MYH9	myosin heavy chain 9
4628	hsa05130	Pathogenic Escherichia coli infection	MYH10	myosin heavy chain 10
4629	hsa05130	Pathogenic Escherichia coli infection	MYH11	myosin heavy chain 11
4640	hsa05130	Pathogenic Escherichia coli infection	MYO1A	myosin IA
4641	hsa05130	Pathogenic Escherichia coli infection	MYO1C	myosin IC
4642	hsa05130	Pathogenic Escherichia coli infection	MYO1D	myosin ID
4643	hsa05130	Pathogenic Escherichia coli infection	MYO1E	myosin IE
4644	hsa05130	Pathogenic Escherichia coli infection	MYO5A	myosin VA
4645	hsa05130	Pathogenic Escherichia coli infection	MYO5B	myosin VB
4646	hsa05130	Pathogenic Escherichia coli infection	MYO6	myosin VI
4651	hsa05130	Pathogenic Escherichia coli infection	MYO10	myosin X
4671	hsa05130	Pathogenic Escherichia coli infection	NAIP	NLR family apoptosis inhibitory protein
4690	hsa05130	Pathogenic Escherichia coli infection	NCK1	NCK adaptor protein 1
4691	hsa05130	Pathogenic Escherichia coli infection	NCL	nucleolin
4790	hsa05130	Pathogenic Escherichia coli infection	NFKB1	nuclear factor kappa B subunit 1
4792	hsa05130	Pathogenic Escherichia coli infection	NFKBIA	NFKB inhibitor alpha
4793	hsa05130	Pathogenic Escherichia coli infection	NFKBIB	NFKB inhibitor beta
49861	hsa05130	Pathogenic Escherichia coli infection	CLDN20	claudin 20
5010	hsa05130	Pathogenic Escherichia coli infection	CLDN11	claudin 11
5058	hsa05130	Pathogenic Escherichia coli infection	PAK1	p21 (RAC1) activated kinase 1
5062	hsa05130	Pathogenic Escherichia coli infection	PAK2	p21 (RAC1) activated kinase 2
5063	hsa05130	Pathogenic Escherichia coli infection	PAK3	p21 (RAC1) activated kinase 3
51135	hsa05130	Pathogenic Escherichia coli infection	IRAK4	interleukin 1 receptor associated kinase 4
51208	hsa05130	Pathogenic Escherichia coli infection	CLDN18	claudin 18
51807	hsa05130	Pathogenic Escherichia coli infection	TUBA8	tubulin alpha 8
53842	hsa05130	Pathogenic Escherichia coli infection	CLDN22	claudin 22
54205	hsa05130	Pathogenic Escherichia coli infection	CYCS	cytochrome c, somatic
55845	hsa05130	Pathogenic Escherichia coli infection	BRK1	BRICK1 subunit of SCAR/WAVE actin nucleating complex
55930	hsa05130	Pathogenic Escherichia coli infection	MYO5C	myosin VC
5594	hsa05130	Pathogenic Escherichia coli infection	MAPK1	mitogen-activated protein kinase 1
5595	hsa05130	Pathogenic Escherichia coli infection	MAPK3	mitogen-activated protein kinase 3
55971	hsa05130	Pathogenic Escherichia coli infection	BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1
5599	hsa05130	Pathogenic Escherichia coli infection	MAPK8	mitogen-activated protein kinase 8
5600	hsa05130	Pathogenic Escherichia coli infection	MAPK11	mitogen-activated protein kinase 11
5601	hsa05130	Pathogenic Escherichia coli infection	MAPK9	mitogen-activated protein kinase 9
5602	hsa05130	Pathogenic Escherichia coli infection	MAPK10	mitogen-activated protein kinase 10
5603	hsa05130	Pathogenic Escherichia coli infection	MAPK13	mitogen-activated protein kinase 13
57121	hsa05130	Pathogenic Escherichia coli infection	LPAR5	lysophosphatidic acid receptor 5
57180	hsa05130	Pathogenic Escherichia coli infection	ACTR3B	actin related protein 3B
5777	hsa05130	Pathogenic Escherichia coli infection	PTPN6	protein tyrosine phosphatase non-receptor type 6
578	hsa05130	Pathogenic Escherichia coli infection	BAK1	BCL2 antagonist/killer 1
5781	hsa05130	Pathogenic Escherichia coli infection	PTPN11	protein tyrosine phosphatase non-receptor type 11
581	hsa05130	Pathogenic Escherichia coli infection	BAX	BCL2 associated X, apoptosis regulator
5861	hsa05130	Pathogenic Escherichia coli infection	RAB1A	RAB1A, member RAS oncogene family
5879	hsa05130	Pathogenic Escherichia coli infection	RAC1	Rac family small GTPase 1
5970	hsa05130	Pathogenic Escherichia coli infection	RELA	RELA proto-oncogene, NF-kB subunit
60	hsa05130	Pathogenic Escherichia coli infection	ACTB	actin beta
6093	hsa05130	Pathogenic Escherichia coli infection	ROCK1	Rho associated coiled-coil containing protein kinase 1
6188	hsa05130	Pathogenic Escherichia coli infection	RPS3	ribosomal protein S3
6300	hsa05130	Pathogenic Escherichia coli infection	MAPK12	mitogen-activated protein kinase 12
64005	hsa05130	Pathogenic Escherichia coli infection	MYO1G	myosin IG
644150	hsa05130	Pathogenic Escherichia coli infection	WIPF3	WAS/WASL interacting protein family member 3
644672	hsa05130	Pathogenic Escherichia coli infection	CLDN25	claudin 25
653857	hsa05130	Pathogenic Escherichia coli infection	ACTR3C	actin related protein 3C
6714	hsa05130	Pathogenic Escherichia coli infection	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
6885	hsa05130	Pathogenic Escherichia coli infection	MAP3K7	mitogen-activated protein kinase kinase kinase 7
7009	hsa05130	Pathogenic Escherichia coli infection	TMBIM6	transmembrane BAX inhibitor motif containing 6
7082	hsa05130	Pathogenic Escherichia coli infection	TJP1	tight junction protein 1
7099	hsa05130	Pathogenic Escherichia coli infection	TLR4	toll like receptor 4
71	hsa05130	Pathogenic Escherichia coli infection	ACTG1	actin gamma 1
7100	hsa05130	Pathogenic Escherichia coli infection	TLR5	toll like receptor 5
7122	hsa05130	Pathogenic Escherichia coli infection	CLDN5	claudin 5
7124	hsa05130	Pathogenic Escherichia coli infection	TNF	tumor necrosis factor
7132	hsa05130	Pathogenic Escherichia coli infection	TNFRSF1A	TNF receptor superfamily member 1A
7186	hsa05130	Pathogenic Escherichia coli infection	TRAF2	TNF receptor associated factor 2
7189	hsa05130	Pathogenic Escherichia coli infection	TRAF6	TNF receptor associated factor 6
7277	hsa05130	Pathogenic Escherichia coli infection	TUBA4A	tubulin alpha 4a
7278	hsa05130	Pathogenic Escherichia coli infection	TUBA3C	tubulin alpha 3c
7280	hsa05130	Pathogenic Escherichia coli infection	TUBB2A	tubulin beta 2A class IIa
7430	hsa05130	Pathogenic Escherichia coli infection	EZR	ezrin
7456	hsa05130	Pathogenic Escherichia coli infection	WIPF1	WAS/WASL interacting protein family member 1
7846	hsa05130	Pathogenic Escherichia coli infection	TUBA1A	tubulin alpha 1a
79784	hsa05130	Pathogenic Escherichia coli infection	MYH14	myosin heavy chain 14
79861	hsa05130	Pathogenic Escherichia coli infection	TUBAL3	tubulin alpha like 3
81027	hsa05130	Pathogenic Escherichia coli infection	TUBB1	tubulin beta 1 class VI
81873	hsa05130	Pathogenic Escherichia coli infection	ARPC5L	actin related protein 2/3 complex subunit 5 like
834	hsa05130	Pathogenic Escherichia coli infection	CASP1	caspase 1
836	hsa05130	Pathogenic Escherichia coli infection	CASP3	caspase 3
837	hsa05130	Pathogenic Escherichia coli infection	CASP4	caspase 4
840	hsa05130	Pathogenic Escherichia coli infection	CASP7	caspase 7
841	hsa05130	Pathogenic Escherichia coli infection	CASP8	caspase 8
842	hsa05130	Pathogenic Escherichia coli infection	CASP9	caspase 9
8440	hsa05130	Pathogenic Escherichia coli infection	NCK2	NCK adaptor protein 2
84617	hsa05130	Pathogenic Escherichia coli infection	TUBB6	tubulin beta 6 class V
84790	hsa05130	Pathogenic Escherichia coli infection	TUBA1C	tubulin alpha 1c
8517	hsa05130	Pathogenic Escherichia coli infection	IKBKG	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
8717	hsa05130	Pathogenic Escherichia coli infection	TRADD	TNFRSF1A associated via death domain
8737	hsa05130	Pathogenic Escherichia coli infection	RIPK1	receptor interacting serine/threonine kinase 1
8743	hsa05130	Pathogenic Escherichia coli infection	TNFSF10	TNF superfamily member 10
8772	hsa05130	Pathogenic Escherichia coli infection	FADD	Fas associated via death domain
8795	hsa05130	Pathogenic Escherichia coli infection	TNFRSF10B	TNF receptor superfamily member 10b
8797	hsa05130	Pathogenic Escherichia coli infection	TNFRSF10A	TNF receptor superfamily member 10a
8936	hsa05130	Pathogenic Escherichia coli infection	WASF1	WASP family member 1
8976	hsa05130	Pathogenic Escherichia coli infection	WASL	WASP like actin nucleation promoting factor
9069	hsa05130	Pathogenic Escherichia coli infection	CLDN12	claudin 12
9071	hsa05130	Pathogenic Escherichia coli infection	CLDN10	claudin 10
9073	hsa05130	Pathogenic Escherichia coli infection	CLDN8	claudin 8
9074	hsa05130	Pathogenic Escherichia coli infection	CLDN6	claudin 6
9075	hsa05130	Pathogenic Escherichia coli infection	CLDN2	claudin 2
9076	hsa05130	Pathogenic Escherichia coli infection	CLDN1	claudin 1
9080	hsa05130	Pathogenic Escherichia coli infection	CLDN9	claudin 9
9138	hsa05130	Pathogenic Escherichia coli infection	ARHGEF1	Rho guanine nucleotide exchange factor 1
9170	hsa05130	Pathogenic Escherichia coli infection	LPAR2	lysophosphatidic acid receptor 2
9181	hsa05130	Pathogenic Escherichia coli infection	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2
9265	hsa05130	Pathogenic Escherichia coli infection	CYTH3	cytohesin 3
9266	hsa05130	Pathogenic Escherichia coli infection	CYTH2	cytohesin 2
9267	hsa05130	Pathogenic Escherichia coli infection	CYTH1	cytohesin 1
9368	hsa05130	Pathogenic Escherichia coli infection	NHERF1	NHERF family PDZ scaffold protein 1
9475	hsa05130	Pathogenic Escherichia coli infection	ROCK2	Rho associated coiled-coil containing protein kinase 2
9632	hsa05130	Pathogenic Escherichia coli infection	SEC24C	SEC24 homolog C, COPII coat complex component
9826	hsa05130	Pathogenic Escherichia coli infection	ARHGEF11	Rho guanine nucleotide exchange factor 11
9871	hsa05130	Pathogenic Escherichia coli infection	SEC24D	SEC24 homolog D, COPII coat complex component
998	hsa05130	Pathogenic Escherichia coli infection	CDC42	cell division cycle 42
10000	hsa05131	Shigellosis	AKT3	AKT serine/threonine kinase 3
100132074	hsa05131	Shigellosis	FOXO6	forkhead box O6
10092	hsa05131	Shigellosis	ARPC5	actin related protein 2/3 complex subunit 5
10093	hsa05131	Shigellosis	ARPC4	actin related protein 2/3 complex subunit 4
10094	hsa05131	Shigellosis	ARPC3	actin related protein 2/3 complex subunit 3
10095	hsa05131	Shigellosis	ARPC1B	actin related protein 2/3 complex subunit 1B
10096	hsa05131	Shigellosis	ACTR3	actin related protein 3
10097	hsa05131	Shigellosis	ACTR2	actin related protein 2
10109	hsa05131	Shigellosis	ARPC2	actin related protein 2/3 complex subunit 2
10163	hsa05131	Shigellosis	WASF2	WASP family member 2
10241	hsa05131	Shigellosis	CALCOCO2	calcium binding and coiled-coil domain 2
102723952	hsa05131	Shigellosis	UBE2V1P16	UBE2V1 pseudogene 16
102724594	hsa05131	Shigellosis	LOC102724594	U2 small nuclear RNA auxiliary factor 1 like 5
10318	hsa05131	Shigellosis	TNIP1	TNFAIP3 interacting protein 1
10325	hsa05131	Shigellosis	RRAGB	Ras related GTP binding B
103910	hsa05131	Shigellosis	MYL12B	myosin light chain 12B
10392	hsa05131	Shigellosis	NOD1	nucleotide binding oligomerization domain containing 1
10398	hsa05131	Shigellosis	MYL9	myosin light chain 9
10454	hsa05131	Shigellosis	TAB1	TGF-beta activated kinase 1 (MAP3K7) binding protein 1
10552	hsa05131	Shigellosis	ARPC1A	actin related protein 2/3 complex subunit 1A
10616	hsa05131	Shigellosis	RBCK1	RANBP2-type and C3HC4-type zinc finger containing 1
10627	hsa05131	Shigellosis	MYL12A	myosin light chain 12A
10670	hsa05131	Shigellosis	RRAGA	Ras related GTP binding A
10801	hsa05131	Shigellosis	SEPTIN9	septin 9
10892	hsa05131	Shigellosis	MALT1	MALT1 paracaspase
110117499	hsa05131	Shigellosis	P3R3URF-PIK3R3	P3R3URF-PIK3R3 readthrough
11146	hsa05131	Shigellosis	GLMN	glomulin, FKBP associated protein
113026	hsa05131	Shigellosis	PLCD3	phospholipase C delta 3
11335	hsa05131	Shigellosis	CBX3	chromobox 3
114548	hsa05131	Shigellosis	NLRP3	NLR family pyrin domain containing 3
1147	hsa05131	Shigellosis	CHUK	component of inhibitor of nuclear factor kappa B kinase complex
115004	hsa05131	Shigellosis	CGAS	cyclic GMP-AMP synthase
124404	hsa05131	Shigellosis	SEPTIN12	septin 12
126961	hsa05131	Shigellosis	H3C14	H3 clustered histone 14
1398	hsa05131	Shigellosis	CRK	CRK proto-oncogene, adaptor protein
1399	hsa05131	Shigellosis	CRKL	CRK like proto-oncogene, adaptor protein
1432	hsa05131	Shigellosis	MAPK14	mitogen-activated protein kinase 14
1437	hsa05131	Shigellosis	CSF2	colony stimulating factor 2
1729	hsa05131	Shigellosis	DIAPH1	diaphanous related formin 1
1793	hsa05131	Shigellosis	DOCK1	dedicator of cytokinesis 1
1956	hsa05131	Shigellosis	EGFR	epidermal growth factor receptor
199746	hsa05131	Shigellosis	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4
2017	hsa05131	Shigellosis	CTTN	cortactin
207	hsa05131	Shigellosis	AKT1	AKT serine/threonine kinase 1
208	hsa05131	Shigellosis	AKT2	AKT serine/threonine kinase 2
22863	hsa05131	Shigellosis	ATG14	autophagy related 14
23048	hsa05131	Shigellosis	FNBP1	formin binding protein 1
2308	hsa05131	Shigellosis	FOXO1	forkhead box O1
2309	hsa05131	Shigellosis	FOXO3	forkhead box O3
23118	hsa05131	Shigellosis	TAB2	TGF-beta activated kinase 1 (MAP3K7) binding protein 2
23157	hsa05131	Shigellosis	SEPTIN6	septin 6
23176	hsa05131	Shigellosis	SEPTIN8	septin 8
23236	hsa05131	Shigellosis	PLCB1	phospholipase C beta 1
23291	hsa05131	Shigellosis	FBXW11	F-box and WD repeat domain containing 11
2475	hsa05131	Shigellosis	MTOR	mechanistic target of rapamycin kinase
257397	hsa05131	Shigellosis	TAB3	TGF-beta activated kinase 1 (MAP3K7) binding protein 3
25851	hsa05131	Shigellosis	TECPR1	tectonin beta-propeller repeat containing 1
26100	hsa05131	Shigellosis	WIPI2	WD repeat domain, phosphoinositide interacting 2
27128	hsa05131	Shigellosis	CYTH4	cytohesin 4
29108	hsa05131	Shigellosis	PYCARD	PYD and CARD domain containing
29110	hsa05131	Shigellosis	TBK1	TANK binding kinase 1
2931	hsa05131	Shigellosis	GSK3A	glycogen synthase kinase 3 alpha
2932	hsa05131	Shigellosis	GSK3B	glycogen synthase kinase 3 beta
29895	hsa05131	Shigellosis	MYL11	myosin light chain 11
3020	hsa05131	Shigellosis	H3-3A	H3.3 histone A
3021	hsa05131	Shigellosis	H3-3B	H3.3 histone B
3059	hsa05131	Shigellosis	HCLS1	hematopoietic cell-specific Lyn substrate 1
30849	hsa05131	Shigellosis	PIK3R4	phosphoinositide-3-kinase regulatory subunit 4
3098	hsa05131	Shigellosis	HK1	hexokinase 1
3099	hsa05131	Shigellosis	HK2	hexokinase 2
3101	hsa05131	Shigellosis	HK3	hexokinase 3
333932	hsa05131	Shigellosis	H3C15	H3 clustered histone 15
340061	hsa05131	Shigellosis	STING1	stimulator of interferon response cGAMP interactor 1
340096	hsa05131	Shigellosis	H3Y2	H3.Y histone 2
345456	hsa05131	Shigellosis	PFN3	profilin 3
3456	hsa05131	Shigellosis	IFNB1	interferon beta 1
3551	hsa05131	Shigellosis	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta
3553	hsa05131	Shigellosis	IL1B	interleukin 1 beta
3554	hsa05131	Shigellosis	IL1R1	interleukin 1 receptor type 1
3576	hsa05131	Shigellosis	CXCL8	C-X-C motif chemokine ligand 8
3606	hsa05131	Shigellosis	IL18	interleukin 18
3611	hsa05131	Shigellosis	ILK	integrin linked kinase
